"payment_month","game_name","language","has_older_device_model","age","mrr","paid_users","arppu","new_paid_users","new_mrr","back_from_churn_users","back_from_churn_mrr","churned_users","churned_revenue","previous_paid_users","previous_mrr","churn_rate","revenue_churn_rate","expansion_mrr","contraction_mrr","net_mrr_growth","lt_months","ltv"
2022-11-01,game 3,ru,false,17,155.25,2,77.63,0,0,0,0,3,155.16,5,238.44,0.6000,0.6507,71.97,0,-83.19,1.67,129.38
2022-11-01,game 3,ru,false,18,210.66,6,35.11,0,0,2,56.85,1,42.90,5,364.68,0.2000,0.1176,7.44,-175.41,-154.02,5.00,175.55
2022-11-01,game 3,ru,false,19,172.20,2,86.10,0,0,0,0,3,85.92,5,182.67,0.6000,0.4704,78.33,-2.88,-10.47,1.67,143.50
2022-11-01,game 3,ru,false,20,79.29,3,26.43,0,0,0,0,0,0,3,175.38,0.0000,0.0000,0.54,-96.63,-96.09,,
2022-11-01,game 3,ru,false,21,146.31,3,48.77,1,29.22,0,0,0,0,2,64.11,0.0000,0.0000,61.86,-8.88,82.20,,
2022-11-01,game 3,ru,false,22,168.39,2,84.20,0,0,0,0,2,108.18,4,219.90,0.5000,0.4920,56.67,0,-51.51,2.00,168.40
2022-11-01,game 3,ru,false,23,162.57,2,81.29,0,0,1,14.43,1,59.28,2,115.08,0.5000,0.5151,92.34,0,47.49,2.00,162.58
2022-11-01,game 3,ru,false,24,308.58,5,61.72,1,21.24,2,146.85,0,0,2,31.20,0.0000,0.0000,109.29,0,277.38,,
2022-11-01,game 3,ru,false,25,218.55,4,54.64,0,0,0,0,1,27.0,5,201.03,0.2000,0.1343,121.20,-76.68,17.52,5.00,273.20
2022-11-01,game 3,ru,false,26,74.73,2,37.37,0,0,1,37.80,0,0,1,28.95,0.0000,0.0000,7.98,0,45.78,,
2022-11-01,game 3,ru,false,27,21.45,1,21.45,0,0,1,21.45,0,0,0,0,,,0,0,21.45,,
2022-11-01,game 3,ru,false,28,0,0,,0,0,0,0,1,23.31,1,23.31,1.0000,1.0000,0,0,-23.31,1.00,
2022-11-01,game 3,ru,false,29,17.28,1,17.28,0,0,0,0,1,16.11,2,59.79,0.5000,0.2694,0,-26.40,-42.51,2.00,34.56
2022-11-01,game 3,ru,false,30,0,0,,0,0,0,0,1,17.16,1,17.16,1.0000,1.0000,0,0,-17.16,1.00,
2022-11-01,game 3,ru,false,31,0,0,,0,0,0,0,1,16.05,1,16.05,1.0000,1.0000,0,0,-16.05,1.00,
2022-11-01,game 3,ru,false,32,0,0,,0,0,0,0,1,77.64,1,77.64,1.0000,1.0000,0,0,-77.64,1.00,
2022-11-01,game 3,ru,false,33,0,0,,0,0,0,0,1,18.78,1,18.78,1.0000,1.0000,0,0,-18.78,1.00,
2022-11-01,game 3,ru,false,34,56.22,2,28.11,0,0,0,0,1,31.8,3,113.04,0.3333,0.2813,14.04,-39.06,-56.82,3.00,84.34
2022-11-01,game 3,ru,false,37,54.81,2,27.41,0,0,1,27.18,0,0,1,47.79,0.0000,0.0000,0,-20.16,7.02,,
2022-11-01,game 3,ru,false,43,13.86,1,13.86,0,0,1,13.86,0,0,0,0,,,0,0,13.86,,
2022-11-01,game 3,ru,false,44,0,0,,0,0,0,0,1,12.6,1,12.6,1.0000,1.0000,0,0,-12.6,1.00,
2022-11-01,game 3,ru,true,14,32.16,1,32.16,1,32.16,0,0,0,0,,,,,0,0,32.16,,
2022-11-01,game 3,ru,true,20,90.03,2,45.02,0,0,0,0,0,0,2,167.43,0.0000,0.0000,0.51,-77.91,-77.40,,
2022-11-01,game 3,ru,true,21,45.24,1,45.24,0,0,0,0,0,0,1,27.30,0.0000,0.0000,17.94,0,17.94,,
2022-11-01,game 3,ru,true,24,20.97,1,20.97,0,0,0,0,0,0,1,19.02,0.0000,0.0000,1.95,0,1.95,,
2022-11-01,game 3,ru,true,26,0,0,,0,0,0,0,1,17.82,1,17.82,1.0000,1.0000,0,0,-17.82,1.00,
2022-11-01,game 3,uk,false,14,192.12,3,64.04,0,0,0,0,2,73.68,5,195.60,0.4000,0.3767,110.70,-40.50,-3.48,2.50,160.10
2022-11-01,game 3,uk,false,15,62.07,1,62.07,0,0,0,0,4,183.90,5,222.30,0.8000,0.8273,23.67,0,-160.23,1.25,77.59
2022-11-01,game 3,uk,false,16,576.45,9,64.05,0,0,0,0,4,133.20,13,761.04,0.3077,0.1750,145.35,-196.74,-184.59,3.25,208.16
2022-11-01,game 3,uk,false,17,169.35,6,28.23,1,50.82,0,0,0,0,5,175.02,0.0000,0.0000,20.79,-77.28,-5.67,,
2022-11-01,game 3,uk,false,18,216.93,4,54.23,0,0,1,105.99,3,149.40,6,282.66,0.5000,0.5286,37.65,-59.97,-65.73,2.00,108.46
2022-11-01,game 3,uk,false,19,601.41,11,54.67,2,87.33,1,33.57,2,90.39,10,624.48,0.2000,0.1447,94.38,-147.96,-23.07,5.00,273.35
2022-11-01,game 3,uk,false,20,403.92,10,40.39,0,0,1,23.28,2,81.99,11,582.60,0.1818,0.1407,38.07,-158.04,-178.68,5.50,222.17
2022-11-01,game 3,uk,false,21,277.98,8,34.75,1,33.33,2,87.45,1,32.85,6,408.63,0.1667,0.0804,0,-218.58,-130.65,6.00,208.46
2022-11-01,game 3,uk,false,22,350.85,7,50.12,1,15.3,1,63.21,0,0,5,242.67,0.0000,0.0000,56.91,-27.24,108.18,,
2022-11-01,game 3,uk,false,23,251.37,7,35.91,1,15.51,0,0,3,137.40,9,276.39,0.3333,0.4971,118.38,-21.51,-25.02,3.00,107.74
2022-11-01,game 3,uk,false,24,261.51,6,43.59,0,0,1,12.12,3,273.72,8,644.94,0.3750,0.4244,2.43,-124.26,-383.43,2.67,116.24
2022-11-01,game 3,uk,false,25,404.85,10,40.49,0,0,3,99.12,6,231.36,13,660.51,0.4615,0.3503,89.82,-213.24,-255.66,2.17,87.74
2022-11-01,game 3,uk,false,26,153.45,4,38.36,1,12.6,0,0,1,18.0,4,78.33,0.2500,0.2298,94.98,-14.46,75.12,4.00,153.44
2022-11-01,game 3,uk,false,27,121.11,2,60.56,1,17.19,1,103.92,0,0,0,0,,,0,0,121.11,,
2022-11-01,game 3,uk,false,28,210.63,9,23.40,6,138.24,1,41.70,0,0,2,73.98,0.0000,0.0000,3.48,-46.77,136.65,,
2022-11-01,game 3,uk,false,29,118.62,3,39.54,0,0,1,29.16,1,13.23,3,39.72,0.3333,0.3331,62.97,0,78.90,3.00,118.63
2022-11-01,game 3,uk,false,30,188.70,7,26.96,0,0,4,64.41,0,0,3,109.20,0.0000,0.0000,23.70,-8.61,79.50,,
2022-11-01,game 3,uk,false,31,176.10,3,58.70,1,58.17,1,45.00,0,0,1,35.73,0.0000,0.0000,37.20,0,140.37,,
2022-11-01,game 3,uk,false,32,107.31,4,26.83,0,0,1,19.83,1,16.86,4,138.27,0.2500,0.1219,5.82,-39.75,-30.96,4.00,107.32
2022-11-01,game 3,uk,false,33,30.78,1,30.78,0,0,0,0,2,35.34,3,52.98,0.6667,0.6670,13.14,0,-22.20,1.50,46.17
2022-11-01,game 3,uk,false,34,87.66,3,29.22,2,73.92,0,0,0,0,1,19.23,0.0000,0.0000,0,-5.49,68.43,,
2022-11-01,game 3,uk,false,35,15.66,1,15.66,1,15.66,0,0,0,0,,,,,0,0,15.66,,
2022-11-01,game 3,uk,false,36,25.35,2,12.68,0,0,2,25.35,0,0,0,0,,,0,0,25.35,,
2022-11-01,game 3,uk,false,37,0,0,,0,0,0,0,1,12.33,1,12.33,1.0000,1.0000,0,0,-12.33,1.00,
2022-11-01,game 3,uk,false,38,14.85,1,14.85,0,0,0,0,1,16.35,2,143.19,0.5000,0.1142,0,-111.99,-128.34,2.00,29.70
2022-11-01,game 3,uk,false,39,26.94,2,13.47,1,13.65,1,13.29,0,0,0,0,,,0,0,26.94,,
2022-11-01,game 3,uk,false,40,29.22,1,29.22,0,0,1,29.22,1,12.51,1,12.51,1.0000,1.0000,0,0,16.71,1.00,29.22
2022-11-01,game 3,uk,false,44,0,0,,0,0,0,0,1,34.44,1,34.44,1.0000,1.0000,0,0,-34.44,1.00,
2022-11-01,game 3,uk,true,14,49.92,1,49.92,0,0,0,0,1,12.75,2,39.75,0.5000,0.3208,22.92,0,10.17,2.00,99.84
2022-11-01,game 3,uk,true,15,0,0,,0,0,0,0,1,18.84,1,18.84,1.0000,1.0000,0,0,-18.84,1.00,
2022-11-01,game 3,uk,true,18,91.47,3,30.49,0,0,0,0,2,120.36,5,291.57,0.4000,0.4128,0,-79.74,-200.10,2.50,76.23
2022-11-01,game 3,uk,true,19,26.52,1,26.52,0,0,0,0,0,0,1,19.65,0.0000,0.0000,6.87,0,6.87,,
2022-11-01,game 3,uk,true,20,48.39,2,24.20,1,17.13,1,31.26,0,0,0,0,,,0,0,48.39,,
2022-11-01,game 3,uk,true,21,0,0,,0,0,0,0,2,126.06,2,126.06,1.0000,1.0000,0,0,-126.06,1.00,
2022-11-01,game 3,uk,true,25,102.63,3,34.21,2,80.97,0,0,0,0,1,23.1,0.0000,0.0000,0,-1.44,79.53,,
2022-12-01,game 1,uk,false,20,13.14,1,13.14,1,13.14,0,0,0,0,,,,,0,0,13.14,,
2022-12-01,game 1,uk,false,26,0,0,,0,0,0,0,1,30.54,1,30.54,1.0000,1.0000,0,0,-30.54,1.00,
2022-12-01,game 2,uk,false,30,15.93,1,15.93,1,15.93,0,0,0,0,,,,,0,0,15.93,,
2022-12-01,game 3,en,false,24,82.14,1,82.14,1,82.14,0,0,0,0,,,,,0,0,82.14,,
2022-12-01,game 3,en,false,25,119.94,1,119.94,0,0,0,0,0,0,1,376.56,0.0000,0.0000,0,-256.62,-256.62,,
2022-12-01,game 3,en,false,28,32.79,1,32.79,0,0,0,0,0,0,1,122.97,0.0000,0.0000,0,-90.18,-90.18,,
2022-12-01,game 3,en,false,29,45.06,1,45.06,1,45.06,0,0,0,0,,,,,0,0,45.06,,
2022-12-01,game 3,ru,false,14,34.14,1,34.14,0,0,0,0,0,0,1,29.22,0.0000,0.0000,4.92,0,4.92,,
2022-12-01,game 3,ru,false,15,166.89,4,41.72,0,0,2,39.72,0,0,2,152.43,0.0000,0.0000,4.71,-29.97,14.46,,
2022-12-01,game 3,ru,false,16,251.07,4,62.77,1,17.07,0,0,1,43.08,4,270.60,0.2500,0.1592,40.83,-34.35,-19.53,4.00,251.08
2022-12-01,game 3,ru,false,17,315.36,5,63.07,2,134.79,1,16.95,0,0,2,155.25,0.0000,0.0000,68.34,-59.97,160.11,,
2022-12-01,game 3,ru,false,18,82.41,1,82.41,0,0,0,0,5,148.11,6,210.66,0.8333,0.7031,19.86,0,-128.25,1.20,98.90
2022-12-01,game 3,ru,false,19,191.97,3,63.99,1,62.82,0,0,0,0,2,172.20,0.0000,0.0000,45.33,-88.38,19.77,,
2022-12-01,game 3,ru,false,20,106.23,2,53.12,0,0,1,92.10,2,50.16,3,79.29,0.6667,0.6326,0,-15.00,26.94,1.50,79.68
2022-12-01,game 3,ru,false,21,95.16,2,47.58,0,0,0,0,1,29.34,3,146.31,0.3333,0.2005,0,-21.81,-51.15,3.00,142.75
2022-12-01,game 3,ru,false,22,133.08,3,44.36,0,0,1,104.46,0,0,2,168.39,0.0000,0.0000,0,-139.77,-35.31,,
2022-12-01,game 3,ru,false,23,73.92,3,24.64,0,0,2,32.76,1,148.14,2,162.57,0.5000,0.9112,26.73,0,-88.65,2.00,49.28
2022-12-01,game 3,ru,false,24,262.47,5,52.49,0,0,0,0,0,0,5,308.58,0.0000,0.0000,39.09,-85.20,-46.11,,
2022-12-01,game 3,ru,false,25,373.14,5,74.63,1,78.00,1,69.96,1,14.19,4,218.55,0.2500,0.0649,105.96,-85.14,154.59,4.00,298.52
2022-12-01,game 3,ru,false,26,0,0,,0,0,0,0,2,74.73,2,74.73,1.0000,1.0000,0,0,-74.73,1.00,
2022-12-01,game 3,ru,false,27,12.72,1,12.72,0,0,0,0,0,0,1,21.45,0.0000,0.0000,0,-8.73,-8.73,,
2022-12-01,game 3,ru,false,29,62.97,2,31.49,0,0,1,12.69,0,0,1,17.28,0.0000,0.0000,33.00,0,45.69,,
2022-12-01,game 3,ru,false,34,0,0,,0,0,0,0,2,56.22,2,56.22,1.0000,1.0000,0,0,-56.22,1.00,
2022-12-01,game 3,ru,false,37,41.94,1,41.94,0,0,0,0,1,27.63,2,54.81,0.5000,0.5041,14.76,0,-12.87,2.00,83.88
2022-12-01,game 3,ru,false,43,0,0,,0,0,0,0,1,13.86,1,13.86,1.0000,1.0000,0,0,-13.86,1.00,
2022-12-01,game 3,ru,true,14,39.66,1,39.66,0,0,0,0,0,0,1,32.16,0.0000,0.0000,7.50,0,7.50,,
2022-12-01,game 3,ru,true,20,47.13,1,47.13,0,0,0,0,1,31.08,2,90.03,0.5000,0.3452,0,-11.82,-42.90,2.00,94.26
2022-12-01,game 3,ru,true,21,20.88,1,20.88,0,0,0,0,0,0,1,45.24,0.0000,0.0000,0,-24.36,-24.36,,
2022-12-01,game 3,ru,true,24,0,0,,0,0,0,0,1,20.97,1,20.97,1.0000,1.0000,0,0,-20.97,1.00,
2022-12-01,game 3,ru,true,26,16.47,1,16.47,0,0,1,16.47,0,0,0,0,,,0,0,16.47,,
2022-12-01,game 3,uk,false,14,319.80,6,53.30,3,138.93,0,0,0,0,3,192.12,0.0000,0.0000,29.55,-40.80,127.68,,
2022-12-01,game 3,uk,false,15,154.65,4,38.66,1,16.08,2,121.05,0,0,1,62.07,0.0000,0.0000,0,-44.55,92.58,,
2022-12-01,game 3,uk,false,16,565.74,12,47.15,2,43.23,3,112.44,2,79.62,9,576.45,0.2222,0.1381,168.00,-254.76,-10.71,4.50,212.20
2022-12-01,game 3,uk,false,17,323.37,5,64.67,1,24.51,0,0,2,62.52,6,169.35,0.3333,0.3692,192.03,0,154.02,3.00,194.03
2022-12-01,game 3,uk,false,18,288.90,6,48.15,2,100.89,1,39.39,1,12.51,4,216.93,0.2500,0.0577,14.97,-70.77,71.97,4.00,192.60
2022-12-01,game 3,uk,false,19,710.37,14,50.74,2,84.90,3,118.83,2,73.89,11,601.41,0.1818,0.1229,137.76,-158.64,108.96,5.50,279.10
2022-12-01,game 3,uk,false,20,435.33,13,33.49,1,32.94,2,53.25,0,0,10,403.92,0.0000,0.0000,82.38,-137.16,31.41,,
2022-12-01,game 3,uk,false,21,186.99,5,37.40,0,0,0,0,3,106.26,8,277.98,0.3750,0.3823,65.43,-50.16,-90.99,2.67,99.73
2022-12-01,game 3,uk,false,22,505.71,8,63.21,1,76.14,0,0,0,0,7,350.85,0.0000,0.0000,152.85,-74.13,154.86,,
2022-12-01,game 3,uk,false,23,298.92,9,33.21,2,49.86,2,114.99,2,37.53,7,251.37,0.2857,0.1493,2.85,-82.62,47.55,3.50,116.24
2022-12-01,game 3,uk,false,24,352.38,4,88.10,0,0,1,102.84,3,64.92,6,261.51,0.5000,0.2483,129.30,-76.35,90.87,2.00,176.20
2022-12-01,game 3,uk,false,25,590.13,12,49.18,1,75.39,2,79.65,1,59.04,10,404.85,0.1000,0.1458,156.24,-66.96,185.28,10.00,491.80
2022-12-01,game 3,uk,false,26,85.98,5,17.20,1,16.5,1,13.14,1,26.76,4,153.45,0.2500,0.1744,0.78,-71.13,-67.47,4.00,68.80
2022-12-01,game 3,uk,false,27,40.02,2,20.01,1,22.8,0,0,1,17.19,2,121.11,0.5000,0.1419,0,-86.70,-81.09,2.00,40.02
2022-12-01,game 3,uk,false,28,101.13,3,33.71,0,0,0,0,6,149.01,9,210.63,0.6667,0.7074,49.56,-10.05,-109.50,1.50,50.56
2022-12-01,game 3,uk,false,29,50.1,2,25.05,0,0,0,0,1,30.48,3,118.62,0.3333,0.2570,7.44,-45.48,-68.52,3.00,75.16
2022-12-01,game 3,uk,false,30,140.19,5,28.04,2,82.74,0,0,4,144.78,7,188.70,0.5714,0.7672,18.87,-5.34,-48.51,1.75,49.07
2022-12-01,game 3,uk,false,31,48.42,2,24.21,1,17.28,0,0,2,117.93,3,176.10,0.6667,0.6697,0,-27.03,-127.68,1.50,36.31
2022-12-01,game 3,uk,false,32,30.51,2,15.26,0,0,1,13.62,3,79.89,4,107.31,0.7500,0.7445,0,-10.53,-76.80,1.33,20.35
2022-12-01,game 3,uk,false,33,0,0,,0,0,0,0,1,30.78,1,30.78,1.0000,1.0000,0,0,-30.78,1.00,
2022-12-01,game 3,uk,false,34,30.24,2,15.12,0,0,0,0,1,20.85,3,87.66,0.3333,0.2379,2.16,-38.73,-57.42,3.00,45.36
2022-12-01,game 3,uk,false,35,0,0,,0,0,0,0,1,15.66,1,15.66,1.0000,1.0000,0,0,-15.66,1.00,
2022-12-01,game 3,uk,false,36,0,0,,0,0,0,0,2,25.35,2,25.35,1.0000,1.0000,0,0,-25.35,1.00,
2022-12-01,game 3,uk,false,38,46.38,1,46.38,0,0,1,46.38,1,14.85,1,14.85,1.0000,1.0000,0,0,31.53,1.00,46.38
2022-12-01,game 3,uk,false,39,0,0,,0,0,0,0,2,26.94,2,26.94,1.0000,1.0000,0,0,-26.94,1.00,
2022-12-01,game 3,uk,false,40,25.83,1,25.83,0,0,0,0,0,0,1,29.22,0.0000,0.0000,0,-3.39,-3.39,,
2022-12-01,game 3,uk,false,44,22.14,1,22.14,0,0,1,22.14,0,0,0,0,,,0,0,22.14,,
2022-12-01,game 3,uk,true,14,27.42,1,27.42,0,0,0,0,0,0,1,49.92,0.0000,0.0000,0,-22.50,-22.50,,
2022-12-01,game 3,uk,true,18,130.44,3,43.48,0,0,2,111.54,2,61.77,3,91.47,0.6667,0.6753,0,-10.80,38.97,1.50,65.22
2022-12-01,game 3,uk,true,19,33.81,1,33.81,0,0,0,0,0,0,1,26.52,0.0000,0.0000,7.29,0,7.29,,
2022-12-01,game 3,uk,true,20,88.74,2,44.37,0,0,0,0,0,0,2,48.39,0.0000,0.0000,49.86,-9.51,40.35,,
2022-12-01,game 3,uk,true,21,51.42,2,25.71,1,24.69,1,26.73,0,0,0,0,,,0,0,51.42,,
2022-12-01,game 3,uk,true,22,12.09,1,12.09,1,12.09,0,0,0,0,,,,,0,0,12.09,,
2022-12-01,game 3,uk,true,25,106.02,3,35.34,0,0,0,0,0,0,3,102.63,0.0000,0.0000,34.68,-31.29,3.39,,
2023-01-01,game 1,uk,false,20,0,0,,0,0,0,0,1,13.14,1,13.14,1.0000,1.0000,0,0,-13.14,1.00,
2023-01-01,game 2,uk,false,30,0,0,,0,0,0,0,1,15.93,1,15.93,1.0000,1.0000,0,0,-15.93,1.00,
2023-01-01,game 3,en,false,24,0,0,,0,0,0,0,1,82.14,1,82.14,1.0000,1.0000,0,0,-82.14,1.00,
2023-01-01,game 3,en,false,25,0,0,,0,0,0,0,1,119.94,1,119.94,1.0000,1.0000,0,0,-119.94,1.00,
2023-01-01,game 3,en,false,28,0,0,,0,0,0,0,1,32.79,1,32.79,1.0000,1.0000,0,0,-32.79,1.00,
2023-01-01,game 3,en,false,29,0,0,,0,0,0,0,1,45.06,1,45.06,1.0000,1.0000,0,0,-45.06,1.00,
2023-01-01,game 3,ru,false,14,0,0,,0,0,0,0,1,34.14,1,34.14,1.0000,1.0000,0,0,-34.14,1.00,
2023-01-01,game 3,ru,false,15,0,0,,0,0,0,0,4,166.89,4,166.89,1.0000,1.0000,0,0,-166.89,1.00,
2023-01-01,game 3,ru,false,16,0,0,,0,0,0,0,4,251.07,4,251.07,1.0000,1.0000,0,0,-251.07,1.00,
2023-01-01,game 3,ru,false,17,0,0,,0,0,0,0,5,315.36,5,315.36,1.0000,1.0000,0,0,-315.36,1.00,
2023-01-01,game 3,ru,false,18,0,0,,0,0,0,0,1,82.41,1,82.41,1.0000,1.0000,0,0,-82.41,1.00,
2023-01-01,game 3,ru,false,19,0,0,,0,0,0,0,3,191.97,3,191.97,1.0000,1.0000,0,0,-191.97,1.00,
2023-01-01,game 3,ru,false,20,0,0,,0,0,0,0,2,106.23,2,106.23,1.0000,1.0000,0,0,-106.23,1.00,
2023-01-01,game 3,ru,false,21,0,0,,0,0,0,0,2,95.16,2,95.16,1.0000,1.0000,0,0,-95.16,1.00,
2023-01-01,game 3,ru,false,22,0,0,,0,0,0,0,3,133.08,3,133.08,1.0000,1.0000,0,0,-133.08,1.00,
2023-01-01,game 3,ru,false,23,0,0,,0,0,0,0,3,73.92,3,73.92,1.0000,1.0000,0,0,-73.92,1.00,
2023-01-01,game 3,ru,false,24,0,0,,0,0,0,0,5,262.47,5,262.47,1.0000,1.0000,0,0,-262.47,1.00,
2023-01-01,game 3,ru,false,25,0,0,,0,0,0,0,5,373.14,5,373.14,1.0000,1.0000,0,0,-373.14,1.00,
2023-01-01,game 3,ru,false,27,0,0,,0,0,0,0,1,12.72,1,12.72,1.0000,1.0000,0,0,-12.72,1.00,
2023-01-01,game 3,ru,false,29,0,0,,0,0,0,0,2,62.97,2,62.97,1.0000,1.0000,0,0,-62.97,1.00,
2023-01-01,game 3,ru,false,37,0,0,,0,0,0,0,1,41.94,1,41.94,1.0000,1.0000,0,0,-41.94,1.00,
2023-01-01,game 3,ru,true,14,0,0,,0,0,0,0,1,39.66,1,39.66,1.0000,1.0000,0,0,-39.66,1.00,
2023-01-01,game 3,ru,true,20,0,0,,0,0,0,0,1,47.13,1,47.13,1.0000,1.0000,0,0,-47.13,1.00,
2023-01-01,game 3,ru,true,21,0,0,,0,0,0,0,1,20.88,1,20.88,1.0000,1.0000,0,0,-20.88,1.00,
2023-01-01,game 3,ru,true,26,0,0,,0,0,0,0,1,16.47,1,16.47,1.0000,1.0000,0,0,-16.47,1.00,
2023-01-01,game 3,uk,false,14,0,0,,0,0,0,0,6,319.80,6,319.80,1.0000,1.0000,0,0,-319.80,1.00,
2023-01-01,game 3,uk,false,15,0,0,,0,0,0,0,4,154.65,4,154.65,1.0000,1.0000,0,0,-154.65,1.00,
2023-01-01,game 3,uk,false,16,0,0,,0,0,0,0,12,565.74,12,565.74,1.0000,1.0000,0,0,-565.74,1.00,
2023-01-01,game 3,uk,false,17,0,0,,0,0,0,0,5,323.37,5,323.37,1.0000,1.0000,0,0,-323.37,1.00,
2023-01-01,game 3,uk,false,18,0,0,,0,0,0,0,6,288.90,6,288.90,1.0000,1.0000,0,0,-288.90,1.00,
2023-01-01,game 3,uk,false,19,0,0,,0,0,0,0,14,710.37,14,710.37,1.0000,1.0000,0,0,-710.37,1.00,
2023-01-01,game 3,uk,false,20,0,0,,0,0,0,0,13,435.33,13,435.33,1.0000,1.0000,0,0,-435.33,1.00,
2023-01-01,game 3,uk,false,21,0,0,,0,0,0,0,5,186.99,5,186.99,1.0000,1.0000,0,0,-186.99,1.00,
2023-01-01,game 3,uk,false,22,0,0,,0,0,0,0,8,505.71,8,505.71,1.0000,1.0000,0,0,-505.71,1.00,
2023-01-01,game 3,uk,false,23,0,0,,0,0,0,0,9,298.92,9,298.92,1.0000,1.0000,0,0,-298.92,1.00,
2023-01-01,game 3,uk,false,24,0,0,,0,0,0,0,4,352.38,4,352.38,1.0000,1.0000,0,0,-352.38,1.00,
2023-01-01,game 3,uk,false,25,0,0,,0,0,0,0,12,590.13,12,590.13,1.0000,1.0000,0,0,-590.13,1.00,
2023-01-01,game 3,uk,false,26,0,0,,0,0,0,0,5,85.98,5,85.98,1.0000,1.0000,0,0,-85.98,1.00,
2023-01-01,game 3,uk,false,27,0,0,,0,0,0,0,2,40.02,2,40.02,1.0000,1.0000,0,0,-40.02,1.00,
2023-01-01,game 3,uk,false,28,0,0,,0,0,0,0,3,101.13,3,101.13,1.0000,1.0000,0,0,-101.13,1.00,
2023-01-01,game 3,uk,false,29,0,0,,0,0,0,0,2,50.1,2,50.1,1.0000,1.0000,0,0,-50.1,1.00,
2023-01-01,game 3,uk,false,30,0,0,,0,0,0,0,5,140.19,5,140.19,1.0000,1.0000,0,0,-140.19,1.00,
2023-01-01,game 3,uk,false,31,0,0,,0,0,0,0,2,48.42,2,48.42,1.0000,1.0000,0,0,-48.42,1.00,
2023-01-01,game 3,uk,false,32,0,0,,0,0,0,0,2,30.51,2,30.51,1.0000,1.0000,0,0,-30.51,1.00,
2023-01-01,game 3,uk,false,34,0,0,,0,0,0,0,2,30.24,2,30.24,1.0000,1.0000,0,0,-30.24,1.00,
2023-01-01,game 3,uk,false,38,0,0,,0,0,0,0,1,46.38,1,46.38,1.0000,1.0000,0,0,-46.38,1.00,
2023-01-01,game 3,uk,false,40,0,0,,0,0,0,0,1,25.83,1,25.83,1.0000,1.0000,0,0,-25.83,1.00,
2023-01-01,game 3,uk,false,44,0,0,,0,0,0,0,1,22.14,1,22.14,1.0000,1.0000,0,0,-22.14,1.00,
2023-01-01,game 3,uk,true,14,0,0,,0,0,0,0,1,27.42,1,27.42,1.0000,1.0000,0,0,-27.42,1.00,
2023-01-01,game 3,uk,true,18,0,0,,0,0,0,0,3,130.44,3,130.44,1.0000,1.0000,0,0,-130.44,1.00,
2023-01-01,game 3,uk,true,19,0,0,,0,0,0,0,1,33.81,1,33.81,1.0000,1.0000,0,0,-33.81,1.00,
2023-01-01,game 3,uk,true,20,0,0,,0,0,0,0,2,88.74,2,88.74,1.0000,1.0000,0,0,-88.74,1.00,
2023-01-01,game 3,uk,true,21,0,0,,0,0,0,0,2,51.42,2,51.42,1.0000,1.0000,0,0,-51.42,1.00,
2023-01-01,game 3,uk,true,22,0,0,,0,0,0,0,1,12.09,1,12.09,1.0000,1.0000,0,0,-12.09,1.00,
2023-01-01,game 3,uk,true,25,0,0,,0,0,0,0,3,106.02,3,106.02,1.0000,1.0000,0,0,-106.02,1.00,
